"ZagreusHome","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK",""
"Integrated","ZagreusHome_","0421","ZagreusHome_0421","","","","Завжди хотів власну чашу для ворожіння.","","","",""
"Integrated","ZagreusHome_","0422","ZagreusHome_0422","","","","Сила.","","","",""
"Integrated","ZagreusHome_","0423","ZagreusHome_0423","","","","Моя сила зростає.","","","",""
"Integrated","ZagreusHome_","0424","ZagreusHome_0424","","","","Готово.","","","",""
"Integrated","ZagreusHome_","0425","ZagreusHome_0425","","","","Виглядає непогано.","","","",""
"Integrated","ZagreusHome_","0426","ZagreusHome_0426","","","","Більше немає Темені.","","","",""
"Integrated","ZagreusHome_","0427","ZagreusHome_0427","","","","Потрібно більше Темені.","","","",""
"Integrated","ZagreusHome_","0428","ZagreusHome_0428","","","","Це поза межами моїх можливостей.","","","",""
"Integrated","ZagreusHome_","0429","ZagreusHome_0429","","","","Поки не можу цього зробити.","","","",""
"Integrated","ZagreusHome_","0430","ZagreusHome_0430","","","","Не вийде.","","","",""
"Integrated","ZagreusHome_","0431","ZagreusHome_0431","","","","Неможливо.","","","",""
"Integrated","ZagreusHome_","0432","ZagreusHome_0432","","","","Нічого не сталося.","","","",""
"Integrated","ZagreusHome_","0433","ZagreusHome_0433","","","","Не спрацювало.","","","",""
"Integrated","ZagreusHome_","0434","ZagreusHome_0434","","","","Нічого.","","","",""
"Integrated","ZagreusHome_","0436","ZagreusHome_0436","","","","Не сумуй, хлопчику, все буде гаразд.","","","",""
"Integrated","ZagreusHome_","0437","ZagreusHome_0437","","","","Навіть не думай про це, хлопчику.","","","",""
"Integrated","ZagreusHome_","0438","ZagreusHome_0438","","","","Де Цербер?","","","",""
"Integrated","ZagreusHome_","0439","ZagreusHome_0439","","","","Напевно Цербер спить десь деінде.","","","",""
"Integrated","ZagreusHome_","0440","ZagreusHome_0440","","","","Цербера і слід загув.","","","",""
"Integrated","ZagreusHome_","0441","ZagreusHome_0441","","","","Гей, де Гіпнос?","","","",""
"Integrated","ZagreusHome_","0442","ZagreusHome_0442","","","","Мабуть, Гіпнос взяв перерву.","","","",""
"Integrated","ZagreusHome_","0443","ZagreusHome_0443","","","","Що трапилося з Гіпносом?","","","",""
"Integrated","ZagreusHome_","0444","ZagreusHome_0444","","","","Ахіллес не на чергуванні.","","","",""
"Integrated","ZagreusHome_","0445","ZagreusHome_0445","","","","Мабуть, розминувся з Ахіллесом.","","","",""
"Integrated","ZagreusHome_","0446","ZagreusHome_0446","","","","Здається Ахіллес на перерві.","","","",""
"Integrated","ZagreusHome_","0447","ZagreusHome_0447","","","","Ніяких ознак Дузи.","","","",""
"Integrated","ZagreusHome_","0448","ZagreusHome_0448","","","","Дуза напевно прибирає крокви.","","","",""
"Integrated","ZagreusHome_","0449","ZagreusHome_0449","","","","Дузи тут немає.","","","",""
"Integrated","ZagreusHome_","0450","ZagreusHome_0450","","","","Нікс немає.","","","",""
"Integrated","ZagreusHome_","0451","ZagreusHome_0451","","","","Нікс напевно деінде.","","","",""
"Integrated","ZagreusHome_","0452","ZagreusHome_0452","","","","Цікаво куди пішла Нікс.","","","",""
"Integrated","ZagreusHome_","0453","ZagreusHome_0453","","","","Нумо послухаймо.","","","",""
"Integrated","ZagreusHome_","0454","ZagreusHome_0454","","","","Про що це вони.","","","",""
"Integrated","ZagreusHome_","0455","ZagreusHome_0455","","","","Чим зайняті ці тіні?","","","",""
"Integrated","ZagreusHome_","0456","ZagreusHome_0456","","","","Цікаво, про що там говорять ці тіні.","","","",""
"Integrated","ZagreusHome_","0457","ZagreusHome_0457","","","","Гей, кімнату відпочинку відчинено.","","","",""
"Integrated","ZagreusHome_","0458","ZagreusHome_0458","","","","Я можу втекти через те рожеве вікно.","","","",""
"Integrated","ZagreusHome_","0459","ZagreusHome_0459","","","","Це моя дорога назовні.","","","",""
"Integrated","ZagreusHome_","0460","ZagreusHome_0460","","","","Ось і мій вихід.","","","",""
"Integrated","ZagreusHome_","0461","ZagreusHome_0461","","","","Мій шлях втечі в іншій стороні.","","","",""
"Integrated","ZagreusHome_","0462","ZagreusHome_0462","","","","Там можна втекти з подвір'я.","","","",""
"Integrated","ZagreusHome_","0463","ZagreusHome_0463","","","","Ургх, цей раунд за тобою, Мег.","","","",""
"Integrated","ZagreusHome_","0464","ZagreusHome_0464","","","","Унф, дякую тобі за це, Мег.","","","",""
"Integrated","ZagreusHome_","0465","ZagreusHome_0465","","","","Унг, чорт забирай, Батьку.","","","",""
"Integrated","ZagreusHome_","0466","ZagreusHome_0466","","","","Ти кликав, Батьку...?","","","",""
"Integrated","ZagreusHome_","0467","ZagreusHome_0467","","","","Цим злидням вдалося мене подолати.","","","",""
"Integrated","ZagreusHome_","0468","ZagreusHome_0468","","","","Ммф, це було трохи занадто...","","","",""
"Integrated","ZagreusHome_","0469","ZagreusHome_0469","","","","Мабуть, я був трохи жадібним.","","","",""
"Integrated","ZagreusHome_","0470","ZagreusHome_0470","","","","Так мені й треба за те, що возився зі скарбницею.","","","",""
"Integrated","ZagreusHome_","0471","ZagreusHome_0471","","","","Рнгх, ця скарбниця мала бути моя.","","","",""
"Integrated","ZagreusHome_","0472","ZagreusHome_0472","","","","Все пішло не за планом.","","","",""
"Integrated","ZagreusHome_","0473","ZagreusHome_0473","","","","Треба перестати ось так наступати на шипи.","","","",""
"Integrated","ZagreusHome_","0474","ZagreusHome_0474","","","","Шипи й досі б'ють боляче.","","","",""
"Integrated","ZagreusHome_","0475","ZagreusHome_0475","","","","Рнгх, бісові пастки з шипами повсюди...","","","",""
"Integrated","ZagreusHome_","0476","ZagreusHome_0476","","","","Чортові пастки з дротиками розстріляли мене до біса.","","","",""
"Integrated","ZagreusHome_","0477","ZagreusHome_0477","","","","Дурна пастка з дротиками, унгх.","","","",""
"Integrated","ZagreusHome_","0478","ZagreusHome_0478","","","","Мені варто б перестати наступати на пастки з дротиками...","","","",""
"Integrated","ZagreusHome_","0482","ZagreusHome_0482","","","","Зрозуміло, пане.","","","",""
"Integrated","ZagreusHome_","0484","ZagreusHome_0484","","","","Ненавиджу, коли вони сваряться.","","","",""
"Integrated","ZagreusHome_","0485","ZagreusHome_0485","","","","Вони знову за старе... через мене.","","","",""
"Integrated","ZagreusHome_","0486","ZagreusHome_0486","","","","Іноді моя віра похитується.","","","",""
"Integrated","ZagreusHome_","0487","ZagreusHome_0487","","","","Займись цим, Гіпносе.","","","",""
"Integrated","ZagreusHome_","0488","ZagreusHome_0488","","","","Бідна Дуза....","","","",""
"Integrated","ZagreusHome_","0489","ZagreusHome_0489","","","","О ні....","","","",""
"Integrated","ZagreusHome_","0490","ZagreusHome_0490","","","","Дівочий вечір, напевно. Чи день. Я не знаю.","","","",""
"Integrated","ZagreusHome_","0491","ZagreusHome_0491","","","","Принаймні вони ладнають.","","","",""
"Integrated","ZagreusHome_","0492","ZagreusHome_0492","","","","Для мене, напевно, це погані новини.","","","",""
"Integrated","ZagreusHome_","0493","ZagreusHome_0493","","","","До чого це було.","","","",""
"Integrated","ZagreusHome_","0494","ZagreusHome_0494","","","","Не моя справа.","","","",""
"Integrated","ZagreusHome_","0495","ZagreusHome_0495","","","","Дякую.","","","",""
"Integrated","ZagreusHome_","0496","ZagreusHome_0496","","","","Дійсно.","","","",""
"Integrated","ZagreusHome_","0497","ZagreusHome_0497","","","","Зазвичай це так.","","","",""
"Integrated","ZagreusHome_","0498","ZagreusHome_0498","","","","Тоді вже записуй і мене.","","","",""
"Integrated","ZagreusHome_","0499","ZagreusHome_0499","","","","Я думаю так!","","","",""
"Integrated","ZagreusHome_","0500","ZagreusHome_0500","","","","Радий, що тобі цікаво.","","","",""
"Integrated","ZagreusHome_","0501","ZagreusHome_0501","","","","Так. Я теж на це сподіваюсь.","","","",""
"Integrated","ZagreusHome_","0502","ZagreusHome_0502","","","","Було неприємно, так.","","","",""
"Integrated","ZagreusHome_","0503","ZagreusHome_0503","","","","Охолонь.","","","",""
"Integrated","ZagreusHome_","0504","ZagreusHome_0504","","","","Ум. Дякую.","","","",""
"Integrated","ZagreusHome_","0505","ZagreusHome_0505","","","","Нам нема про що поговорити.","","","",""
"Integrated","ZagreusHome_","0506","ZagreusHome_0506","","","","Взаємно, Нікс.","","","",""
"Integrated","ZagreusHome_","0507","ZagreusHome_0507","","","","Твоя віра в мене багато значить, Нікс.","","","",""
"Integrated","ZagreusHome_","0508","ZagreusHome_0508","","","","Ну, щось у мене та й виходить.","","","",""
"Integrated","ZagreusHome_","0509","ZagreusHome_0509","","","","Дякую, хоча мені ще є чому повчитися.","","","",""
"Integrated","ZagreusHome_","0510","ZagreusHome_0510","","","","Мені здається, що вихований я непогано.","","","",""
"Integrated","ZagreusHome_","0511","ZagreusHome_0511","","","","Іншого варіанту й уявити собі не можу.","","","",""
"Integrated","ZagreusHome_","0512","ZagreusHome_0512","","","","Краще б їм мене остерігатися.","","","",""
"Integrated","ZagreusHome_","0516","ZagreusHome_0516","","","","Нічого такого, Нікс. Справді.","","","",""
"Integrated","ZagreusHome_","0545","ZagreusHome_0545","","","","Унгх, бісова полум'яна ріка.","","","",""
"Integrated","ZagreusHome_","0546","ZagreusHome_0546","","","","Просто не витримав тієї спеки.","","","",""
"Integrated","ZagreusHome_","0547","ZagreusHome_0547","","","","Ургх, подорож була неприємною.","","","",""
"Integrated","ZagreusHome_","0552","ZagreusHome_0552","","","","Орфею, він повернувся.","","","",""
"Integrated","ZagreusHome_","0553","ZagreusHome_0553","","","","Він у біді.","","","",""
"Integrated","ZagreusHome_","0554","ZagreusHome_0554","","","","Бідний Орфей.","","","",""
"To Be Integrated","ZagreusHome_","0555","ZagreusHome_0555","","","","Має сенс.","","","",""
"Integrated","ZagreusHome_","0556","ZagreusHome_0556","","","","Розумію.","","","",""
